x,y,z
4.133333,2.8533335,-3.0171387
4.1066666,2.8266668,-3.0184755
4.213333,2.8533335,-3.0314515
4.186667,2.8266668,-3.0281932
4.250898,2.8533335,-3.03863
4.245445,2.8266668,-3.037153
3.8659837,2.7743962,-2.986667
3.8926506,2.7699206,-3.0081735
3.9193172,2.7733333,-2.9831564
3.8870592,2.743254,-3.03484
3.9733334,2.7733333,-2.9967563
3.9466667,2.746667,-3.0055745
4.068335,2.7566967,-3.0356357
4.0416684,2.746667,-3.0313873
4.0266666,2.7733333,-3.017409
4.1066666,2.7833636,-3.031007
4.133333,2.7706206,-3.0353715
4.186667,2.787257,-3.0338945
4.213333,2.7845197,-3.038523
4.245445,2.7972622,-3.038523
3.913726,2.7058907,-3.03484
3.9466667,2.7058907,-3.0305917
3.9733334,2.6978412,-3.0357518
4.015002,2.7119503,-3.0357518
3.8937573,3.1466668,-3.0722396
3.8769133,3.1733334,-3.0523741
3.940798,3.1733334,-3.1057074
3.9272313,3.1466668,-3.0989063
3.9190571,3.0728874,-3.1131988
3.8928142,3.0933335,-3.0865319
3.8715508,3.0666668,-3.0666668
3.9272313,3.099554,-3.1131988
4.3995557,3.0409708,-3.0401971
4.400999,3.0409708,-3.0401971
3.8785846,3.0133333,-3.0666668
3.8977556,2.986667,-3.0933335
4.39081,2.986667,-3.0422952
4.3903656,3.0133333,-3.0401971
4.410004,2.986667,-3.0420983
4.400999,3.0133333,-3.0422952
3.862932,2.8964472,-3.0704882
3.87039,2.9231136,-3.0666668
3.8949642,2.9333334,-3.0933335
4.298786,2.8961034,-3.0453458
4.364143,2.949437,-3.0420983
4.346667,2.9227703,-3.0474439
4.3733335,2.9066668,-3.048731
4.462338,2.925298,-3.0486178
4.4356713,2.9333334,-3.050716
4.4266667,2.9066668,-3.0520031
3.8895988,2.8588114,-3.0971549
3.8933334,2.8321447,-3.087795
3.8666668,2.8266668,-3.0616388
3.925433,2.8054779,-3.1106403
4.298778,2.8266668,-3.0510848
4.2775645,2.8533335,-3.0453458
4.3733335,2.8533335,-3.0498288
4.346667,2.8266668,-3.0542803
4.4533334,2.8533335,-3.060615
4.4266667,2.8266668,-3.0551932
3.8933334,2.7898483,-3.0844836
3.8870592,2.7631817,-3.067177
3.9095702,2.7365148,-3.0933335
3.8603926,2.7699206,-3.0405102
3.925433,2.7898483,-3.1106403
4.068335,2.73003,-3.0431514
4.133333,2.7439537,-3.0473776
4.1066666,2.73003,-3.050529
4.213333,2.7578528,-3.0543573
4.186667,2.733924,-3.0617344
4.2721114,2.7972622,-3.0457392
4.266667,2.7705956,-3.060096
4.2933335,2.746667,-3.0723042
4.3733335,2.7733333,-3.0688
4.346667,2.746667,-3.0778124
4.4533334,2.7733333,-3.0770898
4.4266667,2.746667,-3.086245
3.9095702,2.698326,-3.0933335
3.913726,2.684217,-3.0666668
3.9555376,2.6449926,-3.1119168
3.9733334,2.6636095,-3.0852501
3.9466667,2.676167,-3.0666668
4.0416684,2.7119503,-3.0431514
4.0266666,2.6852837,-3.061735
4.0533333,2.6666667,-3.0756164
4.133333,2.6933334,-3.074011
4.1066666,2.6666667,-3.0805151
4.213333,2.6933334,-3.085312
4.186667,2.6666667,-3.0944366
4.312841,2.6682446,-3.1055417
4.2861743,2.6666667,-3.102452
4.266667,2.6933334,-3.0901425
4.346667,2.6949115,-3.09874
4.3733335,2.677838,-3.1131988
4.4266667,2.7029269,-3.1097162
4.4533334,2.676843,-3.1165173
3.9822042,2.6353633,-3.1119168
4.0266666,2.6353633,-3.0991313
4.0533333,2.6273193,-3.107215
4.1066666,2.6319556,-3.1040301
4.133333,2.6284823,-3.116815
4.186667,2.6365268,-3.1137254
4.213333,2.6302521,-3.1169102
4.2595077,2.6337252,-3.1169102
3.9805648,3.1466668,-3.1373818
3.9674644,3.1733334,-3.1296356
4.0533333,3.1733334,-3.1526532
4.0266666,3.1466668,-3.1490843
4.133333,3.1733334,-3.1564243
4.1066666,3.1466668,-3.1569731
4.213333,3.1733334,-3.1553237
4.186667,3.1466668,-3.1576083
4.2933335,3.1733334,-3.170683
4.266667,3.1466668,-3.1700053
4.348123,3.1733334,-3.1865098
4.3252096,3.1466668,-3.1856787
3.9190571,3.0462205,-3.1215005
3.9538982,3.099554,-3.1277466
3.9466667,3.0728874,-3.1292467
3.9733334,3.0666668,-3.1410735
4.0533333,3.0933335,-3.151839
4.0266666,3.0666668,-3.1519628
4.133333,3.0933335,-3.157347
4.1066666,3.0666668,-3.1557817
4.213333,3.0933335,-3.159665
4.186667,3.0666668,-3.158855
4.2933335,3.0933335,-3.184851
4.266667,3.0666668,-3.1722262
4.3257713,3.0933335,-3.1991687
4.320562,3.0666668,-3.1990182
3.9179077,2.986667,-3.12426
3.916965,3.0133333,-3.1215005
3.9733334,3.0133333,-3.1435246
3.9466667,2.986667,-3.1344576
4.0533333,3.0133333,-3.1561387
4.0266666,2.986667,-3.1539464
4.133333,3.0133333,-3.1628947
4.1066666,2.986667,-3.163128
4.213333,3.0133333,-3.1699517
4.186667,2.986667,-3.1755571
4.3023314,3.0120964,-3.1998494
4.275665,2.986667,-3.198235
4.266667,3.0133333,-3.184779
4.320562,3.038763,-3.1998494
3.9162655,2.9066668,-3.1279078
3.9141736,2.9333334,-3.1227596
3.9733334,2.9333334,-3.143122
3.9466667,2.9066668,-3.1380723
4.0533333,2.9333334,-3.1532068
4.0266666,2.9066668,-3.151449
4.133333,2.9333334,-3.173233
4.1066666,2.9066668,-3.165504
4.2393327,2.9083982,-3.1983855
4.212666,2.9066668,-3.1942143
4.186667,2.9333334,-3.1863635
4.248998,2.9350646,-3.1983855
3.9162655,2.8588114,-3.1251483
3.925433,2.8321447,-3.1251483
3.9520996,2.8266668,-3.1306262
3.9733334,2.8533335,-3.1407907
4.0533333,2.8533335,-3.1584258
4.0266666,2.8266668,-3.152817
4.133333,2.8533335,-3.174936
4.1066666,2.8266668,-3.1696155
4.212666,2.879448,-3.1958284
4.213333,2.8527813,-3.1910546
4.186667,2.8266668,-3.1857421
4.2605205,2.8261144,-3.195226
3.9158444,2.7365148,-3.1225164
3.9520996,2.7898483,-3.125478
3.9466667,2.7631817,-3.1279943
3.9733334,2.746667,-3.1388483
4.0533333,2.7733333,-3.1541235
4.0266666,2.746667,-3.1478026
4.133333,2.7733333,-3.176163
4.1066666,2.746667,-3.1662798
4.213333,2.7733333,-3.1817932
4.186667,2.746667,-3.1775348
4.287187,2.7831542,-3.195226
4.2933335,2.7564874,-3.1936896
4.266667,2.746667,-3.185569
4.322636,2.7298207,-3.1984637
3.9158444,2.698326,-3.1225164
3.9288707,2.6716595,-3.1225164
3.9555376,2.6666667,-3.1247995
3.9733334,2.6933334,-3.135653
4.0533333,2.6933334,-3.148431
4.0266666,2.6666667,-3.1392431
4.133333,2.6933334,-3.1520653
4.1066666,2.6666667,-3.1405377
4.213333,2.6933334,-3.161997
4.186667,2.6666667,-3.1464107
4.2861743,2.641578,-3.1258166
4.2933335,2.6682446,-3.1509466
4.266667,2.6933334,-3.1694927
4.346667,2.677838,-3.1451302
4.358955,2.6762602,-3.1717968
4.334924,2.6933334,-3.1984637
4.385622,2.6495934,-3.1592288
4.4533334,2.6501763,-3.120054
4.4266667,2.6495934,-3.1326158
3.9822042,2.6353633,-3.1222832
4.0266666,2.6273189,-3.1222832
4.0533333,2.6319556,-3.1283898
4.1066666,2.6284823,-3.1261065
4.133333,2.6365268,-3.1290667
4.1496863,2.5631683,-3.1962883
4.213333,2.571165,-3.1914434
4.186667,2.5631683,-3.187732
4.213333,2.6337252,-3.1287768
4.186667,2.6302521,-3.12296
4.2933335,2.5776474,-3.1799731
4.266667,2.5856445,-3.1914434
4.2595077,2.6337252,-3.1258166
4.3322883,2.6043139,-3.18853
4.358955,2.6133335,-3.1744256
4.3733335,2.5866668,-3.1629012
4.4533334,2.6133335,-3.1436474
4.4266667,2.5866668,-3.158736
1.5880249,-0.006019801,-2.5808945
1.6523397,-0.00016750857,-2.6342278
1.6266667,-0.0061873076,-2.6075609
1.6533334,-0.022830201,-2.5866668
1.7036746,-0.016642895,-2.5866668
1.6802862,-0.016810402,-2.6133335
1.8207153,-0.07684389,-2.624614
1.8842474,-0.026666667,-2.5707598
1.8982682,-0.053333335,-2.5882404
1.8498886,-0.07684388,-2.624614
1.8207153,-0.08209703,-2.624614
1.8982682,-0.0852327,-2.5774803
1.8498886,-0.08209703,-2.624614
1.6790063,-0.00016750857,-2.640098
1.6802862,-0.00016750811,-2.640098
1.8207153,-0.07684389,-2.645083
1.8498886,-0.07684388,-2.645083
1.8207153,-0.08209703,-2.645083
1.8498886,-0.08209703,-2.645083
1.5106119,-0.38650817,-2.8729155
1.5733334,-0.3993123,-2.8727877
1.5466667,-0.38582045,-2.8729155
1.6533334,-0.39923212,-2.8792868
1.6266667,-0.39854446,-2.8798723
1.6812761,-0.39923212,-2.8794146
1.5106119,-0.42666668,-2.8480868
1.4913316,-0.45333335,-2.8551714
1.5733334,-0.42666668,-2.8585007
1.5466667,-0.45333335,-2.8337994
1.6533334,-0.42666668,-2.874054
1.6266667,-0.45333335,-2.860352
1.4381002,-0.23826854,-2.942502
1.4933335,-0.23626316,-2.9276612
1.4666667,-0.2345317,-2.942502
1.5733334,-0.23992963,-2.9448705
1.5466667,-0.23619278,-2.9451592
1.600783,-0.23992963,-2.9597116
1.4381002,-0.26666668,-2.925251
1.4357733,-0.29333332,-2.942749
1.4933335,-0.26666668,-2.9069617
1.4666667,-0.29333332,-2.9045517
1.5733334,-0.26666668,-2.924019
1.5466667,-0.29333332,-2.903608
1.6274498,-0.26370946,-2.9597116
1.6533334,-0.2903761,-2.9585814
1.6266667,-0.29333332,-2.93773
1.6816398,-0.31704277,-2.9588702
1.4376732,-0.34666666,-2.9322112
1.4363285,-0.37333336,-2.9494622
1.4839451,-0.38650817,-2.8961291
1.4933335,-0.35984153,-2.9020963
1.4666667,-0.34666666,-2.9115117
1.5466667,-0.3591538,-2.8859673
1.5733334,-0.34597895,-2.891782
1.6266667,-0.3718778,-2.8858151
1.6533334,-0.3458988,-2.911352
1.7346094,-0.3902403,-2.9227228
1.7079427,-0.38947245,-2.9066668
1.7083066,-0.36280578,-2.9333334
1.6816398,-0.3458988,-2.9322033
1.7764947,-0.3902403,-2.9493897
1.4386554,-0.4244538,-2.9494622
1.4572784,-0.4244538,-2.9227955
1.457831,-0.45112044,-2.9333334
1.4652176,-0.45333335,-2.9066668
1.749041,-0.45333335,-2.8997774
1.7236503,-0.42666668,-2.8960562
1.8031614,-0.4172563,-2.9493897
1.8133334,-0.44392294,-2.9458902
1.7866666,-0.45333335,-2.9229448
1.8547622,-0.47058958,-2.9565008
1.4397043,-0.23797277,-3.0133333
1.4378043,-0.23826854,-2.986667
1.4933335,-0.231553,-2.986667
1.4666667,-0.23499404,-3.0133333
1.5733334,-0.23466131,-2.986667
1.5466667,-0.23175296,-3.0133333
1.6541165,-0.23787868,-2.998462
1.6274498,-0.23780827,-2.986667
1.6266667,-0.2362768,-3.0133333
1.7333333,-0.23995084,-3.0248826
1.7066667,-0.23782949,-3.0251286
1.7606747,-0.23995084,-3.039754
1.4354776,-0.26666668,-2.986667
1.4316074,-0.29333332,-3.0133333
1.6541165,-0.26370946,-2.9717953
1.6816398,-0.2903761,-2.9717953
1.7083066,-0.29333332,-2.9840777
1.7333333,-0.26666668,-3.010498
1.7835857,-0.26666668,-3.039754
1.7829112,-0.29333332,-3.0253694
1.4305584,-0.34666666,-2.986667
1.4306375,-0.37333336,-3.0133333
1.7349731,-0.33690697,-2.9722824
1.8298281,-0.37770626,-2.9937792
1.8031614,-0.36794657,-2.986667
1.809578,-0.3412799,-3.0133333
1.7829112,-0.33690697,-2.9989488
1.8933334,-0.39487392,-3.0188818
1.8666667,-0.37258017,-3.020446
1.4386554,-0.45112044,-2.9626207
1.4369044,-0.45333335,-2.9892874
1.4346566,-0.42666668,-3.0133333
1.4405526,-0.4777871,-2.9626207
1.8298281,-0.4172563,-2.9671128
1.8547622,-0.44392294,-2.9671128
1.8814288,-0.45333335,-2.9749494
1.8933334,-0.42666668,-3.0000522
1.438249,-0.4840385,-2.9892874
1.4356327,-0.5107052,-2.986667
1.4324485,-0.53333336,-3.0133333
1.4405526,-0.4840385,-2.9626207
1.4397043,-0.23970424,-3.0406256
1.4652903,-0.23970424,-3.0672922
1.4919571,-0.23904346,-3.0933335
1.4933335,-0.23606472,-3.0666668
1.5733334,-0.2308504,-3.0666668
1.5466667,-0.23172109,-3.0933335
1.6533334,-0.23313163,-3.0666668
1.6266667,-0.23061354,-3.0933335
1.7333333,-0.2348249,-3.0666668
1.7066667,-0.23165853,-3.0933335
1.814008,-0.23704574,-3.0745666
1.7873412,-0.23699658,-3.0666668
1.7866666,-0.233992,-3.0933335
1.8581939,-0.23704574,-3.1012332
1.4350395,-0.28457028,-3.0939586
1.4347436,-0.26666668,-3.0672922
1.4289737,-0.29333332,-3.0666668
1.4652903,-0.25790358,-3.0939586
1.8362445,-0.29333332,-3.0520098
1.8102523,-0.26666668,-3.0478997
1.8848606,-0.25709745,-3.1012332
1.8933334,-0.28376415,-3.091273
1.8666667,-0.29333332,-3.0687163
1.4270215,-0.34666666,-3.0666668
1.4300267,-0.37333336,-3.0933335
1.8362445,-0.32437295,-3.04411
1.8666667,-0.3459135,-3.04411
1.8933334,-0.3415406,-3.0608165
1.438249,-0.46455818,-3.0708928
1.4354842,-0.43789148,-3.0933335
1.4332362,-0.42666668,-3.0666668
1.4492735,-0.46455818,-3.0975597
1.4329895,-0.5211572,-3.0975597
1.4312384,-0.50666666,-3.0708928
1.4280542,-0.53333336,-3.0666668
1.4492735,-0.49449056,-3.0975597
1.7520512,-0.0018164936,-3.1939886
1.7866666,-0.0018164937,-3.190484
1.8133334,-0.0040674675,-3.1964953
1.8666667,-0.0022509734,-3.1917093
1.8933334,-0.005154376,-3.1952143
1.5186236,-0.23933922,-3.1222625
1.5425662,-0.23933922,-3.1489294
1.569233,-0.23805553,-3.1733334
1.5733334,-0.23341611,-3.1466668
1.6533334,-0.22930992,-3.1466668
1.6266667,-0.2312418,-3.1733334
1.7333333,-0.23016429,-3.1466668
1.7066667,-0.23033376,-3.1733334
1.8133334,-0.23053485,-3.1466668
1.7866666,-0.22987354,-3.1733334
1.9115274,-0.23018855,-3.1515324
1.8848606,-0.2272343,-3.1466668
1.8666667,-0.22372799,-3.1733334
1.4350395,-0.31123692,-3.1457224
1.4405833,-0.31123692,-3.1723888
1.4658737,-0.28457028,-3.1466668
1.4925402,-0.27792364,-3.1733334
1.5186236,-0.25125697,-3.1489294
1.5425662,-0.25125697,-3.175596
1.9115274,-0.25709745,-3.1248658
1.4372351,-0.37333336,-3.1625173
1.4322746,-0.34666666,-3.1457224
1.4443698,-0.34666666,-3.1990557
1.4437866,-0.37333336,-3.1891842
1.4372351,-0.4112248,-3.136795
1.4492735,-0.43789148,-3.136795
1.4530599,-0.42666668,-3.163462
1.4608494,-0.45333335,-3.1733334
1.4329895,-0.5478239,-3.1322467
1.4482406,-0.5478239,-3.1589131
1.4575142,-0.5211572,-3.1466668
1.4653037,-0.50666666,-3.1733334
3.8995125,3.7866669,-2.5783553
3.8885262,3.8133333,-2.5643113
3.9937005,3.793902,-2.6301813
3.9670336,3.7866669,-2.6175585
3.9466667,3.8133333,-2.5952032
4.0205836,3.8205686,-2.6301813
4.3149753,3.8133333,-2.636795
4.312955,3.7866669,-2.6388912
4.3733335,3.8133333,-2.6173427
4.346667,3.7866669,-2.631759
4.468043,3.7907794,-2.6146555
4.441376,3.7866669,-2.6096191
4.4266667,3.8133333,-2.5940943
3.872846,3.754067,-2.5740442
3.8666668,3.7274005,-2.5900629
3.8933334,3.7066667,-2.6134741
3.948006,3.7333333,-2.6273775
3.9276388,3.7066667,-2.624122
4.3179793,3.7587523,-2.6388912
4.346667,3.7587523,-2.6338549
4.3733335,3.7540708,-2.634964
4.4147096,3.7553182,-2.634964
3.9083264,3.635207,-2.6367443
3.8816597,3.6266668,-2.6349556
3.8666668,3.6533334,-2.6243074
3.9276388,3.6618733,-2.6367443
3.854993,3.5880563,-2.6382113
3.9937005,3.767235,-2.6439726
4.0472503,3.8205686,-2.6443427
4.0266666,3.793902,-2.6483154
4.0533333,3.7866669,-2.6582952
4.133333,3.8133333,-2.661101
4.1066666,3.7866669,-2.66568
4.213333,3.8133333,-2.663425
4.186667,3.7866669,-2.666694
4.2862883,3.7866669,-2.649936
4.2616425,3.8133333,-2.6580243
4.468043,3.7641125,-2.6439464
3.9809723,3.7066667,-2.6515949
3.9746726,3.7333333,-2.6439726
4.0533333,3.7333333,-2.6676672
4.0266666,3.7066667,-2.6653097
4.133333,3.7333333,-2.6758568
4.1066666,3.7066667,-2.6782146
4.213333,3.7333333,-2.6810858
4.186667,3.7066667,-2.6856701
4.3179793,3.7320857,-2.6578538
4.2913127,3.7333333,-2.66779
4.266667,3.7066667,-2.6875827
4.3733335,3.727404,-2.6608348
4.346667,3.7054193,-2.678689
4.441376,3.7553182,-2.6439464
4.4266667,3.7286518,-2.6647813
4.4533334,3.7066667,-2.681573
3.9083264,3.60854,-2.6420996
3.9543054,3.6618733,-2.647622
3.9466667,3.635207,-2.6497216
3.9733334,3.6266668,-2.65927
4.0533333,3.6533334,-2.6877453
4.0266666,3.6266668,-2.6835787
4.136468,3.6305766,-2.7078533
4.109801,3.6266668,-2.7075949
4.1066666,3.6533334,-2.6946433
4.186667,3.6572433,-2.700979
4.213333,3.6419637,-2.713126
4.266667,3.6647203,-2.7043133
4.2933335,3.6412191,-2.7111874
4.346667,3.6564987,-2.705356
4.3733335,3.6426451,-2.714168
4.4453034,3.6128132,-2.7167664
4.4266667,3.6394799,-2.7109344
4.4533334,3.6533334,-2.7010596
3.8816597,3.5880563,-2.6420996
3.8666668,3.5613897,-2.6446702
3.8933334,3.5466669,-2.6585732
3.9733334,3.5733333,-2.668786
3.9466667,3.5466669,-2.6731408
4.068481,3.5727637,-2.7197418
4.041814,3.5466669,-2.710213
4.0266666,3.5733333,-2.6930945
4.083134,3.5994306,-2.7197418
4.47197,3.5744739,-2.7167664
3.8933334,3.4933333,-2.6745288
3.8666668,3.4666667,-2.6702468
3.995533,3.470759,-2.7104712
3.9688666,3.4666667,-2.7018597
3.9466667,3.4933333,-2.689096
4.015147,3.4974256,-2.7104712
3.8933334,3.4133334,-2.6899917
3.8666668,3.3866668,-2.68413
3.9524407,3.4133334,-2.711388
3.930241,3.3866668,-2.707037
3.8701925,3.2814837,-2.7179167
3.8666668,3.3081505,-2.703443
3.8933334,3.3333333,-2.6990917
3.9356897,3.3333333,-2.7156491
3.925449,3.3066669,-2.7135656
3.896859,3.2746606,-2.7179167
3.925449,3.2746606,-2.7179167
4.136468,3.6039097,-2.7218883
4.213333,3.615297,-2.7233648
4.186667,3.6039097,-2.7252533
4.2933335,3.6145525,-2.720993
4.266667,3.6113873,-2.7243576
4.3733335,3.6159787,-2.7252097
4.346667,3.6031651,-2.7262022
4.418637,3.6128132,-2.7252097
4.068481,3.546097,-2.725659
4.109801,3.5994306,-2.7218883
4.1066666,3.5727637,-2.7275472
4.133333,3.5466669,-2.7375922
4.213333,3.5733333,-2.727762
4.186667,3.5466669,-2.7344427
4.2933335,3.5733333,-2.736837
4.266667,3.5466669,-2.738353
4.3733335,3.5733333,-2.7379303
4.346667,3.5466669,-2.7452
4.47197,3.5478072,-2.7201385
4.4453034,3.5733333,-2.7253478
4.4266667,3.5466669,-2.7370758
3.995533,3.4440923,-2.72192
4.041814,3.4974256,-2.725659
4.0266666,3.470759,-2.7275789
4.0533333,3.4666667,-2.7301233
4.133333,3.4933333,-2.7460399
4.1066666,3.4666667,-2.7385397
4.213333,3.4933333,-2.7461538
4.186667,3.4666667,-2.7539814
4.2933335,3.4933333,-2.7549715
4.266667,3.4666667,-2.756092
4.3733335,3.4933333,-2.759313
4.346667,3.4666667,-2.7675688
4.4521723,3.4626915,-2.7351062
4.4533334,3.4893584,-2.7352448
4.4266667,3.4933333,-2.7469723
3.9835742,3.3866668,-2.73046
3.9791074,3.4133334,-2.72192
4.0533333,3.4133334,-2.7310333
4.0266666,3.3866668,-2.7370281
4.133333,3.4133334,-2.75049
4.1066666,3.3866668,-2.7467217
4.2363896,3.3890612,-2.786933
4.209723,3.3866668,-2.7778752
4.186667,3.4133334,-2.7615454
4.266667,3.415728,-2.78025
4.2933335,3.4009032,-2.793317
4.346667,3.4251752,-2.7817566
4.3733335,3.4058638,-2.7884395
4.425505,3.4206884,-2.761773
4.4521723,3.419895,-2.746667
4.4533334,3.3960392,-2.7733333
3.843526,3.2814837,-2.7204843
3.9787822,3.3066669,-2.7426348
3.9623566,3.3333333,-2.7285395
4.0533333,3.3333333,-2.7579455
4.0266666,3.3066669,-2.765472
4.145791,3.3164058,-2.7909424
4.1191244,3.3066669,-2.787113
4.1066666,3.3333333,-2.767015
4.1830564,3.3430724,-2.7909424
3.896859,3.247994,-2.7402856
3.8701925,3.2533333,-2.7407699
3.8666668,3.2266667,-2.7496917
3.9371269,3.2213275,-2.7669525
3.9425757,3.247994,-2.746667
3.9692426,3.231139,-2.7733333
3.9787822,3.2578058,-2.760762
4.0266666,3.2578058,-2.7835991
4.0533333,3.2528539,-2.7961705
4.092458,3.2750485,-2.7961705
4.2363896,3.3623946,-2.8018808
4.2933335,3.3742363,-2.8048522
4.266667,3.3623946,-2.8067327
4.3733335,3.3791974,-2.804438
4.346667,3.371842,-2.8092902
4.4533334,3.3701665,-2.8016074
4.4266667,3.3673553,-2.8060455
4.145791,3.2897394,-2.8061883
4.209723,3.3430724,-2.8018808
4.186667,3.3164058,-2.8080688
4.213333,3.3066669,-2.8292687
4.3038983,3.311988,-2.8581853
4.277232,3.3066669,-2.8527184
4.266667,3.3333333,-2.8279324
4.346667,3.3386548,-2.835957
4.3733335,3.3146374,-2.8577716
4.4371696,3.2826495,-2.8760107
4.4266667,3.309316,-2.8537822
4.4533334,3.3333333,-2.8287227
3.9904602,3.2044723,-2.8059871
4.0533333,3.2261875,-2.816762
4.0266666,3.2044723,-2.8227494
4.093553,3.221715,-2.8434289
4.1060104,3.2483819,-2.8266668
4.1326776,3.2373104,-2.8533335
4.145791,3.263977,-2.8328547
4.186667,3.263977,-2.8540547
4.213333,3.2609127,-2.874533
4.250565,3.2769356,-2.874533
4.463836,3.2762182,-2.8760107
3.8495564,3.8133333,-2.950699
3.8438945,3.7866669,-2.9457932
3.8438945,3.7542698,-2.9550943
4.3038983,3.2853215,-2.9060214
4.3733335,3.2879708,-2.9034436
4.346667,3.2853215,-2.929465
4.410503,3.2826495,-2.9034436
4.1468863,3.2106438,-2.891253
4.213333,3.2342463,-2.9049594
4.186667,3.2106438,-2.916212
4.2442636,3.2236023,-2.9316258
4.254829,3.2502692,-2.9066668
4.281495,3.2529743,-2.9333334
4.3038983,3.2796412,-2.932688
4.346667,3.2796412,-2.9561315
4.3733335,3.2786875,-2.9567769
4.410503,3.2790465,-2.9301105
4.4371696,3.2752647,-2.9066668
4.4533334,3.2498379,-2.9333334
3.919559,3.7883725,-3.0325744
3.898554,3.8133333,-3.0059075
3.875782,3.7866669,-2.986667
3.9262984,3.815039,-3.0325744
3.849311,3.7009368,-3.001994
3.8532054,3.7276034,-2.986667
3.879431,3.7333333,-3.0133333
3.849311,3.6634564,-3.0286605
3.8592486,3.379011,-3.0221875
3.8796873,3.3333333,-3.0221875
3.860439,3.3066669,-3.0021472
3.8702621,3.2533333,-3.0199597
3.849823,3.2266667,-3.0057812
4.297597,3.2263076,-2.9681554
4.3733335,3.2520208,-2.9708843
4.346667,3.2263076,-2.97904
4.4533334,3.226953,-2.9606378
4.4266667,3.225713,-2.9715219
3.919559,3.7617059,-3.0435765
3.923885,3.7617059,-3.0702434
3.9301836,3.7883725,-3.0666668
3.9535272,3.8133333,-3.0933335
3.8990917,3.7258434,-3.09691
3.8986504,3.7333333,-3.0702434
3.8812947,3.7066667,-3.0666668
3.923885,3.7525103,-3.09691
3.8550692,3.6634564,-3.0666668
3.8457587,3.647795,-3.0933335
4.149461,3.6093652,-3.111886
4.149461,3.5733333,-3.1015723
4.1385856,3.5466669,-3.1096861
4.213333,3.5733333,-3.0944982
4.186667,3.5466669,-3.0915124
4.260393,3.5733333,-3.112672
4.251387,3.5466669,-3.1026123
3.938007,3.4586394,-3.1051333
4.149125,3.4933333,-3.0966415
4.137097,3.4666667,-3.1069555
4.2369146,3.4705453,-3.10994
4.2102475,3.4666667,-3.0968957
4.186667,3.4933333,-3.0865817
4.251387,3.497212,-3.10994
3.8592486,3.4056773,-3.0484002
3.885915,3.3866668,-3.0569317
3.8933334,3.4133334,-3.0687315
3.9616377,3.4133334,-3.1051333
3.9436312,3.3866668,-3.0869982
4.147972,3.422463,-3.1069555
4.1835814,3.422463,-3.1069555
3.9137726,3.3066669,-3.0552564
3.9063542,3.3333333,-3.0485315
3.967646,3.3333333,-3.1018648
3.9440145,3.3066669,-3.0819232
3.9031563,3.2266667,-3.059099
3.8969285,3.2533333,-3.0467248
3.957581,3.2533333,-3.1000583
3.9335666,3.2266667,-3.0857656
3.917867,3.762369,-3.1912248
3.9462602,3.7890356,-3.1912248
3.9501452,3.7866669,-3.164558
3.9734886,3.8133333,-3.1466668
3.923885,3.7525103,-3.1378915
4.1510296,3.6917317,-3.1915965
4.1510296,3.6626985,-3.1649296
4.1404905,3.636032,-3.1466668
4.1310515,3.6266668,-3.1733334
4.3733335,3.6533334,-3.1887004
4.346667,3.6266668,-3.185714
4.4533334,3.6533334,-3.1955626
4.4266667,3.6266668,-3.1921618
4.1291466,3.5733333,-3.1466668
4.1248264,3.5466669,-3.1733334
4.3047204,3.5466669,-3.1588182
4.28706,3.5733333,-3.1400177
4.3733335,3.5733333,-3.184981
4.346667,3.5466669,-3.1808472
4.4533334,3.5733333,-3.1952274
4.4266667,3.5466669,-3.1910324
3.938007,3.485306,-3.1291077
3.9646738,3.4666667,-3.1391635
3.9733334,3.4933333,-3.1540718
4.04338,3.4995897,-3.1882415
4.0533333,3.4729233,-3.1844952
4.0266666,3.4666667,-3.167884
4.0918074,3.4729233,-3.1962533
4.1064463,3.4666667,-3.1695867
4.122238,3.4933333,-3.1466668
4.2369146,3.4438787,-3.1250446
4.2780538,3.497212,-3.1388006
4.266667,3.4705453,-3.143845
4.2933335,3.4666667,-3.1626832
4.3733335,3.4933333,-3.1830869
4.346667,3.4666667,-3.179896
4.4533334,3.4933333,-3.1918094
4.4266667,3.4666667,-3.1879976
3.9969647,3.3866668,-3.1335983
3.9883044,3.4133334,-3.1300557
4.0779295,3.3956976,-3.1962533
4.051263,3.3866668,-3.1731293
4.0266666,3.4133334,-3.1565185
4.109387,3.3690307,-3.1831279
4.133333,3.3781602,-3.156461
4.1066666,3.404827,-3.1695867
4.121306,3.422463,-3.1429198
4.2102475,3.422463,-3.1250446
4.186667,3.3957965,-3.134839
4.213333,3.3866668,-3.1486163
4.2933335,3.4133334,-3.1586924
4.266667,3.3866668,-3.1536312
4.3960886,3.3955836,-3.1955907
4.3694224,3.3866668,-3.1837337
4.346667,3.4133334,-3.175905
4.434333,3.3689172,-3.192693
4.4266667,3.3955836,-3.188284
4.4533334,3.4133334,-3.185329
3.9973478,3.3066669,-3.1268642
3.9943123,3.3333333,-3.1235423
4.0485654,3.3333333,-3.1768758
4.023968,3.3066669,-3.153531
4.136054,3.3333333,-3.1674266
4.112651,3.3066669,-3.184299
4.213333,3.3333333,-3.1565402
4.186667,3.3066669,-3.1537285
4.2933335,3.3333333,-3.1750472
4.266667,3.3066669,-3.173206
4.342973,3.3333333,-3.188143
4.3202176,3.3066669,-3.1879365
4.4609995,3.3333333,-3.183028
4.451142,3.3066669,-3.1903343
